2025-04-15 18:23:06.575778,32842,24659,18467,65535
2025-04-15 19:23:19.599193,33161,24920,18719,65535
2025-04-15 20:23:32.613604,33288,25032,18816,65535
2025-04-15 21:23:45.632088,33498,25197,18952,65535
2025-04-15 22:23:58.645781,33619,25331,19065,65535
2025-04-15 23:24:11.659212,33743,25423,19154,65535
2025-04-16 00:24:24.668952,33783,25451,19179,65535
2025-04-16 01:24:37.675128,33838,25503,19209,65535
2025-04-16 02:24:50.692724,33873,25536,19248,65535
2025-04-16 03:25:03.711545,33900,25564,19267,65535
2025-04-16 04:25:16.760075,33934,25594,19294,65535
2025-04-16 05:25:29.790446,33926,25573,19266,65535
2025-04-16 06:25:42.814890,33961,25598,19295,65535
2025-04-16 07:25:55.824183,33994,25614,19291,65535
2025-04-16 08:26:08.847768,33920,25542,19228,65535
2025-04-16 09:26:21.864270,33852,25473,19168,65535
2025-04-16 10:26:34.887082,33499,25185,18950,65535
2025-04-16 11:26:47.905659,33387,25069,18849,65535
2025-04-16 12:27:00.924260,33269,24938,18749,65535
2025-04-16 13:27:13.941061,33059,24759,18581,65535
2025-04-16 14:27:26.954536,32826,24543,18406,65535
2025-04-16 15:27:39.966279,32634,24352,18241,65535
2025-04-16 16:27:52.983998,32263,24015,17940,65535
2025-04-16 17:28:05.995334,32040,23804,17756,65535
2025-04-16 18:28:19.014731,31713,23510,17505,65535
2025-04-16 19:28:32.036889,31659,23491,17492,65535
2025-04-16 20:28:45.053176,31482,23384,17405,65535
2025-04-16 21:28:58.065608,31515,23396,17415,65535
2025-04-16 22:29:11.118518,31592,23484,17461,65535
2025-04-16 23:29:24.145294,31672,23555,17534,65535
2025-04-17 00:29:37.165882,31721,23599,17579,65535
2025-04-17 01:29:50.192378,31799,23709,17663,65535
2025-04-17 02:30:03.215886,31844,23736,17676,65535
2025-04-17 03:30:16.231429,31926,23834,17763,65535
2025-04-17 04:30:29.256400,32016,23896,17827,65535
2025-04-17 05:30:42.275403,32018,23929,17836,65535
2025-04-17 06:30:55.295447,32086,23980,17864,65535
2025-04-17 07:31:08.306678,32071,23965,17856,65535
2025-04-17 08:31:21.324826,32077,23992,17859,65535
2025-04-17 09:31:34.337787,32153,24036,17928,65535
2025-04-17 10:31:47.355332,32181,23941,17841,65535
2025-04-17 11:32:00.372833,32110,23928,17849,65535
2025-04-17 12:32:13.394578,32174,23999,17910,65535
2025-04-17 13:32:26.410333,32123,23976,17901,65535
2025-04-17 14:32:39.425349,31999,23905,17832,65535
